,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Hsal|LOC105186537,595.641875895,-0.185921881128,0.0573904259526,3.23959751199,0.00119698530251,0.137048305632
Hsal|LOC105186657,419.6839794,-0.412569769756,0.127323062972,3.24033808271,0.00119388054899,0.137048305632
Hsal|LOC105188649,1924.70609134,-0.392526187869,0.121286341373,3.23635937424,0.00121064861427,0.137048305632
Hsal|LOC105189122,29.9517254855,-1.11698961075,0.344891767089,3.2386670757,0.00120089661732,0.137048305632
Hsal|LOC105185154,280.168927973,-0.339019318017,0.105503959323,3.21333265778,0.00131204229717,0.146778943574
Hsal|LOC105189603,30.3260520138,0.635957706836,0.198543495609,-3.20311529162,0.00135949543482,0.150319094066
Hsal|LOC105180542,1059.22076858,0.229885574389,0.0719198444402,-3.19641367662,0.00139147456088,0.15035831363
Hsal|LOC105184748,168.681654503,-0.71330142889,0.223091551528,3.19734846077,0.00138697265721,0.15035831363
Hsal|LOC105191323,40.170104978,0.736552721422,0.230866517946,-3.19038346476,0.00142084130238,0.151806516228
Hsal|LOC105192254,315.553564188,0.75332979933,0.23656678719,-3.18442757024,0.00145040602663,0.153243454525
Hsal|LOC105183202,3574.61350428,-0.394262174074,0.124393033456,3.16948757596,0.0015270798663,0.15957145548
Hsal|LOC105181552,2089.29820062,0.34446463273,0.109503188643,-3.14570412971,0.00165687526459,0.171252466207
Hsal|LOC105183500,717.018264206,0.258586407254,0.0826363256232,-3.12920988807,0.00175277059226,0.171825727441
Hsal|LOC105188899,78.615405716,-0.950194018903,0.30337229785,3.13210542174,0.00173557543552,0.171825727441
Hsal|LOC105189231,123.416549349,-0.901711222836,0.288051185926,3.13038538597,0.00174577108601,0.171825727441
Hsal|LOC105190542,2005.85152735,0.286593946502,0.091294468589,-3.13922574863,0.00169394893942,0.171825727441
Hsal|LOC105192244,63.6132003028,-0.804108000144,0.256631655692,3.13331571655,0.00172843416514,0.171825727441
Hsal|LOC105182249,283.802385109,-0.211106559453,0.0676035250818,3.12271526075,0.00179191014772,0.172251989191
Hsal|LOC105186665,1192.18281841,0.287816043723,0.0923673590596,-3.11599299421,0.00183326627774,0.172251989191
Hsal|LOC105187057,31.8719525032,-0.75905751757,0.244110438983,3.10948405456,0.00187414400169,0.172251989191
Hsal|LOC105188158,410.140187732,-0.351435526417,0.11324867341,3.10321980678,0.0019142740514,0.172251989191
Hsal|LOC105188810,33.6184059201,-0.500872843617,0.160699653423,3.11682591063,0.00182809490458,0.172251989191
Hsal|LOC105188997,3643.98866335,-0.794166773204,0.255827295608,3.1043082065,0.00190724538266,0.172251989191
Hsal|LOC105189110,110.763269145,1.17311543384,0.376999303213,-3.1117177773,0.00186002224994,0.172251989191
Hsal|LOC105190730,656.15677967,0.259523476883,0.0836548428194,-3.10231264726,0.00192015047369,0.172251989191
Hsal|LOC105192245,128.267048388,-0.895732310687,0.288274530228,3.10721973938,0.00188855962226,0.172251989191
Hsal|LOC105184900,123.561063134,0.942990079239,0.304579394385,-3.09604029893,0.0019612370495,0.172256815288
Hsal|LOC105190493,1332.61732151,-0.254035037679,0.0821048027805,3.0940338333,0.00197454967572,0.172256815288
Hsal|LOC105190842,207.590725195,0.233981804465,0.0756050859631,-3.09478921271,0.00196952813067,0.172256815288
